Series_reference,Period,Data_value,Status,Units,Magnitude,Subject,Periodicity,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
PTSA.SA02NB5NM,2022.03,6426,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,No home involved,Buyers,Total where affiliation known,Number of transfers
PTSA.SA02NB7NM,2022.03,6426,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,No home involved,Buyers,Total all affiliations,Number of transfers
PTSA.SA02NS7NM,2022.03,6426,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,No home involved,Sellers,Total all affiliations,Number of transfers
PTSA.SA02ZB2NM,2019.03,6432,R,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,All property,Buyers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA02ZB2NJ,2020.06,6438,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,All property,Buyers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA04HB1NS,2017.09,6501,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Bay of Plenty Region,Home involved,Buyers,At least one NZ citizen,Number of transfers
PTSA.SA01ZB1NS,2018.09,6519,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,All property,Buyers,At least one NZ citizen,Number of transfers
PTSA.SA01ZS1NM,2022.03,6555,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,All property,Sellers,At least one NZ citizen,Number of transfers
PTSA.SA01ZB1ND,2017.12,6567,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,All property,Buyers,At least one NZ citizen,Number of transfers
PTSA.SA01ZS1ND,2020.12,6576,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,All property,Sellers,At least one NZ citizen,Number of transfers
PTSA.SA01ZB1ND,2018.12,6591,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,All property,Buyers,At least one NZ citizen,Number of transfers
PTSA.SA01ZB1NJ,2018.06,6615,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,All property,Buyers,At least one NZ citizen,Number of transfers
PTSA.SA02NB5NM,2021.03,6624,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,No home involved,Buyers,Total where affiliation known,Number of transfers
PTSA.SA02NB7NM,2021.03,6624,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,No home involved,Buyers,Total all affiliations,Number of transfers
PTSA.SA02NS5NM,2021.03,6624,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,No home involved,Sellers,Total where affiliation known,Number of transfers
PTSA.SA02NS7NM,2021.03,6624,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,No home involved,Sellers,Total all affiliations,Number of transfers
PTSA.SA02ZB2NM,2020.03,6648,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,All property,Buyers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA03ZS4NM,2021.03,6657,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Waikato Region,All property,Sellers,Corporate only,Number of transfers
PTSA.SA01ZB1NM,2018.03,6660,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,All property,Buyers,At least one NZ citizen,Number of transfers
PTSA.SA02ZB2NS,2020.09,6717,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,All property,Buyers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA02ZB2NM,2018.03,6726,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,All property,Buyers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA02NB7NS,2017.09,6729,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,No home involved,Buyers,Total all affiliations,Number of transfers
PTSA.SA02NS7NS,2017.09,6729,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,No home involved,Sellers,Total all affiliations,Number of transfers
PTSA.SA02ZB2NJ,2018.06,6744,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,All property,Buyers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA02ZB2NS,2018.09,6774,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,All property,Buyers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA02ZB2ND,2018.12,6777,R,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,All property,Buyers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA01HS7NS,2021.09,6798,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,Total all affiliations,Number of transfers
PTSA.SA01HS5NS,2021.09,6798,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,Total where affiliation known,Number of transfers
PTSA.SA01HB5NS,2021.09,6798,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,Total where affiliation known,Number of transfers
PTSA.SA01HB7NS,2021.09,6798,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,Total all affiliations,Number of transfers
PTSA.SA02HB2ND,2020.12,6798,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,Home involved,Buyers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA01ZB1ND,2020.12,6873,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,All property,Buyers,At least one NZ citizen,Number of transfers
PTSA.SA01ZB1NM,2022.03,6882,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,All property,Buyers,At least one NZ citizen,Number of transfers
PTSA.SA01HS5NJ,2021.06,6942,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,Total where affiliation known,Number of transfers
PTSA.SA01HB5NJ,2021.06,6942,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,Total where affiliation known,Number of transfers
PTSA.SA01HB7NJ,2021.06,6945,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,Total all affiliations,Number of transfers
PTSA.SA01HS7NJ,2021.06,6945,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,Total all affiliations,Number of transfers
PTSA.SA03ZS4NS,2021.09,7023,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Waikato Region,All property,Sellers,Corporate only,Number of transfers
PTSA.SA01ZS1ND,2021.12,7059,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,All property,Sellers,At least one NZ citizen,Number of transfers
PTSA.SA01ZS1NM,2021.03,7077,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,All property,Sellers,At least one NZ citizen,Number of transfers
PTSA.SA02NS5ND,2021.12,7125,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,No home involved,Sellers,Total where affiliation known,Number of transfers
PTSA.SA02NB5ND,2021.12,7128,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,No home involved,Buyers,Total where affiliation known,Number of transfers
PTSA.SA02NB7ND,2021.12,7128,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,No home involved,Buyers,Total all affiliations,Number of transfers
PTSA.SA02NS7ND,2021.12,7128,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,No home involved,Sellers,Total all affiliations,Number of transfers
PTSA.SA03ZS4NJ,2021.06,7170,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Waikato Region,All property,Sellers,Corporate only,Number of transfers
PTSA.SA01ZS5NJ,2020.06,7224,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,All property,Sellers,Total where affiliation known,Number of transfers
PTSA.SA01ZB5NJ,2020.06,7227,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,All property,Buyers,Total where affiliation known,Number of transfers
PTSA.SA01ZB7NJ,2020.06,7230,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,All property,Buyers,Total all affiliations,Number of transfers
PTSA.SA01ZS7NJ,2020.06,7230,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,All property,Sellers,Total all affiliations,Number of transfers
PTSA.SA02HB4NM,2021.03,7383,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,Home involved,Buyers,Corporate only,Number of transfers
PTSA.SA02ZB2ND,2020.12,7383,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,All property,Buyers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA02NS5NJ,2021.06,7413,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,No home involved,Sellers,Total where affiliation known,Number of transfers
PTSA.SA02NB5NJ,2021.06,7416,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,No home involved,Buyers,Total where affiliation known,Number of transfers
PTSA.SA02NB7NJ,2021.06,7416,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,No home involved,Buyers,Total all affiliations,Number of transfers
PTSA.SA02NS7NJ,2021.06,7416,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,No home involved,Sellers,Total all affiliations,Number of transfers
PTSA.SA02ZB4NS,2017.09,7434,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,All property,Buyers,Corporate only,Number of transfers
PTSA.SA01ZB1ND,2021.12,7470,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,All property,Buyers,At least one NZ citizen,Number of transfers
PTSA.SA01ZB1NM,2021.03,7494,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,All property,Buyers,At least one NZ citizen,Number of transfers
PTSA.SA02HB4NM,2022.03,7497,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,Home involved,Buyers,Corporate only,Number of transfers
PTSA.SA02NS5NS,2021.09,7512,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,No home involved,Sellers,Total where affiliation known,Number of transfers
PTSA.SA01ZB5NS,2020.09,7515,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,All property,Buyers,Total where affiliation known,Number of transfers
PTSA.SA01ZS5NS,2020.09,7515,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,All property,Sellers,Total where affiliation known,Number of transfers
PTSA.SA02NB5NS,2021.09,7515,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,No home involved,Buyers,Total where affiliation known,Number of transfers
PTSA.SA02NB7NS,2021.09,7515,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,No home involved,Buyers,Total all affiliations,Number of transfers
PTSA.SA02NS7NS,2021.09,7515,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,No home involved,Sellers,Total all affiliations,Number of transfers
PTSA.SA01ZB7NS,2020.09,7521,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,All property,Buyers,Total all affiliations,Number of transfers
PTSA.SA01ZS7NS,2020.09,7521,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,All property,Sellers,Total all affiliations,Number of transfers
PTSA.SA02HB2NM,2021.03,7590,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,Home involved,Buyers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA01ZB5NS,2019.09,7626,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,All property,Buyers,Total where affiliation known,Number of transfers
PTSA.SA01ZS5NS,2019.09,7626,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,All property,Sellers,Total where affiliation known,Number of transfers
PTSA.SA01ZB7NS,2019.09,7629,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,All property,Buyers,Total all affiliations,Number of transfers
PTSA.SA01ZS7NS,2019.09,7629,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,All property,Sellers,Total all affiliations,Number of transfers
PTSA.SA01ZS5ND,2019.12,7659,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,All property,Sellers,Total where affiliation known,Number of transfers
PTSA.SA01ZB5ND,2019.12,7662,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,All property,Buyers,Total where affiliation known,Number of transfers
PTSA.SA01ZB7ND,2019.12,7662,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,All property,Buyers,Total all affiliations,Number of transfers
PTSA.SA01ZS7ND,2019.12,7662,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,All property,Sellers,Total all affiliations,Number of transfers
PTSA.SA01ZS1NS,2021.09,7671,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,All property,Sellers,At least one NZ citizen,Number of transfers
PTSA.SA04HB5NS,2017.09,7692,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Bay of Plenty Region,Home involved,Buyers,Total where affiliation known,Number of transfers
PTSA.SA01ZB5NJ,2019.06,7719,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,All property,Buyers,Total where affiliation known,Number of transfers
PTSA.SA01ZS5NJ,2019.06,7719,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,All property,Sellers,Total where affiliation known,Number of transfers
PTSA.SA01ZB7NJ,2019.06,7725,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,All property,Buyers,Total all affiliations,Number of transfers
PTSA.SA01ZS7NJ,2019.06,7725,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,All property,Sellers,Total all affiliations,Number of transfers
PTSA.SA01ZB5NM,2020.03,7755,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,All property,Buyers,Total where affiliation known,Number of transfers
PTSA.SA01ZS5NM,2020.03,7755,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,All property,Sellers,Total where affiliation known,Number of transfers
PTSA.SA04HS5NS,2017.09,7755,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Bay of Plenty Region,Home involved,Sellers,Total where affiliation known,Number of transfers
PTSA.SA01ZB7NM,2020.03,7764,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,All property,Buyers,Total all affiliations,Number of transfers
PTSA.SA01ZS7NM,2020.03,7764,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,All property,Sellers,Total all affiliations,Number of transfers
PTSA.SA01ZB5NM,2019.03,7788,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,All property,Buyers,Total where affiliation known,Number of transfers
PTSA.SA01ZS5NM,2019.03,7788,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,All property,Sellers,Total where affiliation known,Number of transfers
PTSA.SA01ZB7NM,2019.03,7791,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,All property,Buyers,Total all affiliations,Number of transfers
PTSA.SA01ZS7NM,2019.03,7791,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,All property,Sellers,Total all affiliations,Number of transfers
PTSA.SA01ZS1NJ,2021.06,7869,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,All property,Sellers,At least one NZ citizen,Number of transfers
PTSA.SA01ZB5NS,2018.09,7905,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,All property,Buyers,Total where affiliation known,Number of transfers
PTSA.SA01ZS5NS,2018.09,7908,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,All property,Sellers,Total where affiliation known,Number of transfers
PTSA.SA01ZB7NS,2018.09,7917,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,All property,Buyers,Total all affiliations,Number of transfers
PTSA.SA01ZS7NS,2018.09,7917,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,All property,Sellers,Total all affiliations,Number of transfers
PTSA.SA01ZB5ND,2018.12,7956,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,All property,Buyers,Total where affiliation known,Number of transfers
PTSA.SA01ZS5ND,2018.12,7956,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,All property,Sellers,Total where affiliation known,Number of transfers
PTSA.SA01ZB7ND,2018.12,7959,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,All property,Buyers,Total all affiliations,Number of transfers
PTSA.SA01ZS7ND,2018.12,7959,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,All property,Sellers,Total all affiliations,Number of transfers
PTSA.SA02HB4ND,2021.12,8058,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,Home involved,Buyers,Corporate only,Number of transfers
PTSA.SA01ZB5NJ,2018.06,8061,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,All property,Buyers,Total where affiliation known,Number of transfers
PTSA.SA01ZS5ND,2017.12,8061,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,All property,Sellers,Total where affiliation known,Number of transfers
PTSA.SA01ZS5NJ,2018.06,8064,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,All property,Sellers,Total where affiliation known,Number of transfers
PTSA.SA01ZB5ND,2017.12,8082,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,All property,Buyers,Total where affiliation known,Number of transfers
PTSA.SA01ZB7NJ,2018.06,8082,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,All property,Buyers,Total all affiliations,Number of transfers
PTSA.SA01ZS7NJ,2018.06,8082,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,All property,Sellers,Total all affiliations,Number of transfers
PTSA.SA04HS1ND,2017.12,8094,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Bay of Plenty Region,Home involved,Sellers,At least one NZ citizen,Number of transfers
PTSA.SA02HS4ND,2017.12,8106,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,Home involved,Sellers,Corporate only,Number of transfers
PTSA.SA01ZB5NM,2018.03,8166,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,All property,Buyers,Total where affiliation known,Number of transfers
PTSA.SA01ZS5NM,2018.03,8172,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,All property,Sellers,Total where affiliation known,Number of transfers
PTSA.SA04HS1NJ,2020.06,8172,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Bay of Plenty Region,Home involved,Sellers,At least one NZ citizen,Number of transfers
PTSA.SA01ZB1NS,2021.09,8196,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,All property,Buyers,At least one NZ citizen,Number of transfers
PTSA.SA02ZB2NM,2021.03,8214,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,All property,Buyers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA01ZB7NM,2018.03,8223,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,All property,Buyers,Total all affiliations,Number of transfers
PTSA.SA01ZS7NM,2018.03,8223,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,All property,Sellers,Total all affiliations,Number of transfers
PTSA.SA02HB2NM,2022.03,8304,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,Home involved,Buyers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA02HB4NS,2021.09,8319,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,Home involved,Buyers,Corporate only,Number of transfers
PTSA.SA02HB4NJ,2021.06,8352,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,Home involved,Buyers,Corporate only,Number of transfers
PTSA.SA04HS1NM,2018.03,8367,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Bay of Plenty Region,Home involved,Sellers,At least one NZ citizen,Number of transfers
PTSA.SA01ZB1NJ,2021.06,8373,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,All property,Buyers,At least one NZ citizen,Number of transfers
PTSA.SA01ZB7ND,2017.12,8391,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,All property,Buyers,Total all affiliations,Number of transfers
PTSA.SA01ZS7ND,2017.12,8391,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,All property,Sellers,Total all affiliations,Number of transfers
PTSA.SA04HS1NS,2020.09,8403,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Bay of Plenty Region,Home involved,Sellers,At least one NZ citizen,Number of transfers
PTSA.SA01ZS5ND,2020.12,8412,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,All property,Sellers,Total where affiliation known,Number of transfers
PTSA.SA04HB1NJ,2020.06,8412,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Bay of Plenty Region,Home involved,Buyers,At least one NZ citizen,Number of transfers
PTSA.SA01ZB5ND,2020.12,8415,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,All property,Buyers,Total where affiliation known,Number of transfers
PTSA.SA01ZB7ND,2020.12,8418,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,All property,Buyers,Total all affiliations,Number of transfers
PTSA.SA01ZS7ND,2020.12,8418,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,All property,Sellers,Total all affiliations,Number of transfers
PTSA.SA01ZB5NM,2022.03,8484,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,All property,Buyers,Total where affiliation known,Number of transfers
PTSA.SA01ZS5NM,2022.03,8484,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,All property,Sellers,Total where affiliation known,Number of transfers
PTSA.SA01ZB7NM,2022.03,8487,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,All property,Buyers,Total all affiliations,Number of transfers
PTSA.SA01ZS7NM,2022.03,8487,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,All property,Sellers,Total all affiliations,Number of transfers
PTSA.SA04HS1NJ,2018.06,8505,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Bay of Plenty Region,Home involved,Sellers,At least one NZ citizen,Number of transfers
PTSA.SA04HB1ND,2017.12,8523,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Bay of Plenty Region,Home involved,Buyers,At least one NZ citizen,Number of transfers
PTSA.SA02HB2NJ,2021.06,8565,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,Home involved,Buyers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA04HS1NJ,2019.06,8595,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Bay of Plenty Region,Home involved,Sellers,At least one NZ citizen,Number of transfers
PTSA.SA04HB1NS,2020.09,8607,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Bay of Plenty Region,Home involved,Buyers,At least one NZ citizen,Number of transfers
PTSA.SA02ZB4NJ,2020.06,8631,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,All property,Buyers,Corporate only,Number of transfers
PTSA.SA02HB2ND,2021.12,8640,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,Home involved,Buyers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA02HB2NS,2021.09,8640,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,Home involved,Buyers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA02HS4NM,2018.03,8640,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,Home involved,Sellers,Corporate only,Number of transfers
PTSA.SA04HS1NS,2018.09,8673,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Bay of Plenty Region,Home involved,Sellers,At least one NZ citizen,Number of transfers
PTSA.SA04HS1NS,2019.09,8706,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Bay of Plenty Region,Home involved,Sellers,At least one NZ citizen,Number of transfers
PTSA.SA04HB1NM,2018.03,8769,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Bay of Plenty Region,Home involved,Buyers,At least one NZ citizen,Number of transfers
PTSA.SA04HS1ND,2019.12,8769,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Bay of Plenty Region,Home involved,Sellers,At least one NZ citizen,Number of transfers
PTSA.SA01ZB7NS,2017.09,8817,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,All property,Buyers,Total all affiliations,Number of transfers
PTSA.SA01ZS7NS,2017.09,8817,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,All property,Sellers,Total all affiliations,Number of transfers
PTSA.SA04HS1NM,2019.03,8820,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Bay of Plenty Region,Home involved,Sellers,At least one NZ citizen,Number of transfers
PTSA.SA04HB1NJ,2018.06,8832,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Bay of Plenty Region,Home involved,Buyers,At least one NZ citizen,Number of transfers
PTSA.SA02ZB2NM,2022.03,8850,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,All property,Buyers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA04HS1ND,2018.12,8859,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Bay of Plenty Region,Home involved,Sellers,At least one NZ citizen,Number of transfers
PTSA.SA04HS1NM,2022.03,8874,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Bay of Plenty Region,Home involved,Sellers,At least one NZ citizen,Number of transfers
PTSA.SA02ZB4NS,2019.09,8886,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,All property,Buyers,Corporate only,Number of transfers
PTSA.SA04HS1NM,2020.03,8886,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Bay of Plenty Region,Home involved,Sellers,At least one NZ citizen,Number of transfers
PTSA.SA02ZB4ND,2019.12,8904,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,All property,Buyers,Corporate only,Number of transfers
PTSA.SA04HB1NJ,2019.06,8916,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Bay of Plenty Region,Home involved,Buyers,At least one NZ citizen,Number of transfers
PTSA.SA04HB1NS,2018.09,8928,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Bay of Plenty Region,Home involved,Buyers,At least one NZ citizen,Number of transfers
PTSA.SA02ZB4NM,2020.03,8967,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,All property,Buyers,Corporate only,Number of transfers
